length_m,objectid,featuretype,description,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,capacitykv,comment_,st_lengthshape
27163.28943207,319,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Proserpine to Airlie Beach,Operational,Queensland,5,2024/10/25 00:00:00+00,{BA77A91D-4F4C-4FA8-9087-1E807F02C98C},66,,0.253317266260974
15380.65762492,320,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Proserpine to Airlie beach (South),Operational,Queensland,5,2024/10/25 00:00:00+00,{DE3F48BF-B506-43BD-83E1-D8019A47F90C},66,,0.144403304439891
1440.52732442,321,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Proserpine Mill to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{1D669FEA-7AE3-4A4C-BB60-32FAEC8287EF},66,,0.0132234354895236
68931.41935288,322,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Pioneer Valley to Proserpine,Operational,Queensland,5,2024/10/25 00:00:00+00,{8FE13C28-32F1-45A3-9EB3-A3087E6C7DF7},66,,0.647069699883493
5549.38626486,323,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Laguna Keys to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{1FB0B923-C458-4831-975C-3803D8EDB52E},66,,0.0518210598837457
3180.67536574,324,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Marian South to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{4C2A7080-98C9-4BA3-A60F-F49EED2A28D1},66,,0.0287908856144206
45221.11081352,325,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Pinnacle to Lake Eungella,Operational,Queensland,5,2024/10/25 00:00:00+00,{8FA756CD-B47E-44D5-AC56-64D7651B002D},66,,0.427119990388375
18934.66258166,326,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Pioneer Valley to Mc Kinley Creek,Operational,Queensland,5,2024/10/25 00:00:00+00,{100EED93-D89E-49D5-AE09-532822C98B4B},66,,0.174440757164543
2290.79418046,327,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Mackay 66 to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{497D9AFC-E851-45DC-A4FB-E6A1450CBB7F},66,,0.0208571222818774
5419.67011269,328,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Racecourse Mill to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{5BD73F8F-8510-4BCF-9B98-B63C8B7C75D6},66,,0.0500404768686921
17058.06806238,329,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Pioneer Valley to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{67D52494-8EA1-42EC-97B7-52F0041389D6},66,,0.161377839642843
20927.53533636,330,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Stony Creek to Glenden,Operational,Queensland,5,2024/10/25 00:00:00+00,{6A0C4221-51D6-41FE-949D-A716848970E3},66,,0.198968610863172
77629.84319269,331,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Stony Creek to Wirralie Gold Mine,Operational,Queensland,5,2024/10/25 00:00:00+00,{3CF5AE0F-3EE0-4900-9A64-141763A792A7},66,,0.740062166079301
5484.91996852,332,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wirralie to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{2A0860DD-68B9-41DF-9523-A1F79E5FDCCA},66,,0.0524579329712117
14303.49576705,333,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kemmis to Hail Creek Mine,Operational,Queensland,5,2024/10/25 00:00:00+00,{9C55B13E-663F-4A17-BBBC-83A1C3CC5A96},66,,0.132606816304611
73765.82441699,334,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Broadlea to Kemmis,Operational,Queensland,5,2024/10/25 00:00:00+00,{2839D226-79A9-429D-A3A0-B1165C382B83},66,,0.689624611213979
11381.84605549,335,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Dysart to Lake Vermont Mine,Operational,Queensland,5,2024/10/25 00:00:00+00,{F331C95A-CEB2-48DF-8A5A-48F988112578},66,,0.105441570496562
122543.82503656,336,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Barcaldine to Longreach,Operational,Queensland,5,2024/10/25 00:00:00+00,{DBDBE25E-C0B7-436D-8236-C88AEC5DB513},66,,1.19500956515627
128985.95875804,337,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Barcaldine to Blackall,Operational,Queensland,5,2024/10/25 00:00:00+00,{6F94DD81-96DB-4BBC-8A11-D91AA5591E99},66,,1.18187360968699
51774.43869113,338,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Lilyvale to Middlemount,Operational,Queensland,5,2024/10/25 00:00:00+00,{F758D84C-A1FA-4554-ABC8-FCE5F9492830},66,,0.48291065722813
8498.33479071,339,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tiere to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{87307561-B532-4E43-8009-FB6F5200A5D4},66,,0.0825285102581094
68986.80150875,340,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Emerald to Lilyvale,Operational,Queensland,5,2024/10/25 00:00:00+00,{4A5E1D9E-D581-4F5C-B547-FAD28D12FA55},66,,0.647796881480025
1401.78602719,341,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Emerald Solar Farm to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{15BB6716-1389-4F3A-AE44-058CB0CC31FC},66,,0.0134655609306013
75488.27408852,342,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Blackwater to Bingegang,Operational,Queensland,5,2024/10/25 00:00:00+00,{05078AD3-CEB9-4495-968A-4CCDCDC1940F},66,,0.70002808421381
74920.99958721,343,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Blackwater to Emerald,Operational,Queensland,5,2024/10/25 00:00:00+00,{CB36A44C-99B2-47A8-A3CC-3C61F2B355F1},66,,0.727635891915954
8697.52209382,344,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rockhampton to Parkhurst ,Operational,Queensland,5,2024/10/25 00:00:00+00,{CEE74656-26DC-4714-AAD8-352033FAA5FF},66,,0.080576058514375
9618.7751777,345,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rockhampton to Parkhurst (West),Operational,Queensland,5,2024/10/25 00:00:00+00,{8ECF6EBB-55D9-46D0-9265-8D12AF420E2A},66,,0.0899250294978809
6075.99725131,346,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Parkhurst to Pandoin,Operational,Queensland,5,2024/10/25 00:00:00+00,{E5D5C478-F7AE-4581-B316-9D6B26B9F9A7},66,,0.0562842924382219
33991.35560353,347,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Parkhurst to Yeppoon,Operational,Queensland,5,2024/10/25 00:00:00+00,{C23DC696-FB2F-4AE2-ACBC-AED698878EE2},66,,0.321728083359964
11259.85282735,348,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Yeppoon to Farnborough,Operational,Queensland,5,2024/10/25 00:00:00+00,{2B841C39-7DA3-48C9-966A-0CF872445E55},66,,0.105915884794587
48507.92843915,349,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,lakes Creek to Yeppoon,Operational,Queensland,5,2024/10/25 00:00:00+00,{B3E76B4B-B28F-4BC2-ACCC-3274E5A9A753},66,,0.452419520922347
11676.36374944,350,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rockhampton to Parkhurst (East),Operational,Queensland,5,2024/10/25 00:00:00+00,{1B450C9A-60D7-4C16-BB0E-321AF106B73F},66,,0.109402051378741
3647.27249714,351,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rockhampton to Berserker,Operational,Queensland,5,2024/10/25 00:00:00+00,{0A8800A5-7875-4275-8A05-A78094C609B6},66,,0.034555913100993
5828.96865434,352,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Berserker to Lakes Creek,Operational,Queensland,5,2024/10/25 00:00:00+00,{82FCA487-0221-4E4E-8EC1-AABA9D044B30},66,,0.0554260482560283
3120.82551077,353,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rockhampton to Canning St,Operational,Queensland,5,2024/10/25 00:00:00+00,{8F40F417-0F74-4FF4-A802-E3DF0CF2B40B},66,,0.0293371649472442
3008.09828122,354,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rockhampton the Rockhampton South,Operational,Queensland,5,2024/10/25 00:00:00+00,{21D2AEF8-93C7-407D-866C-14E6B6AC1385},66,,0.0280712887011078
7691.07774642,355,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rockhampton South to Rocklands,Operational,Queensland,5,2024/10/25 00:00:00+00,{C45FEAF4-D4DD-405C-A68F-FB84F1E7463A},66,,0.0706135353621457
7541.93430538,356,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Canning St to Rocklands,Operational,Queensland,5,2024/10/25 00:00:00+00,{1B6D3EB7-A9A8-4D40-8932-2F021C85DB68},66,,0.068968023675404
12974.17750724,357,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Lakes Creek to Rocklands,Operational,Queensland,5,2024/10/25 00:00:00+00,{207C0C50-542E-4D64-8EFE-BF91C2694BEA},66,,0.121515407953059
5245.45861622,358,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Boat Creek to Cement Aust tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{04B76395-FC7B-4029-80C0-FDD1F5D15FFE},66,,0.0483895263593242
5648.05934263,359,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Boat Creek to Cement Aust,Operational,Queensland,5,2024/10/25 00:00:00+00,{3EB6884B-62E8-4AFC-B792-865890696EDD},66,,0.0523028861217704
2170.42942687,360,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gladstone North to Clinton,Operational,Queensland,5,2024/10/25 00:00:00+00,{F9E87467-4C60-4628-B645-A8B9C5D9A12A},66,,0.0203512187723436
17068.58935989,361,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gladstone South to Calliope,Operational,Queensland,5,2024/10/25 00:00:00+00,{621CC71A-F024-4327-B889-2377C8D0115E},66,,0.157417213634822
13100.80007347,362,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Calliope to Awoonga,Operational,Queensland,5,2024/10/25 00:00:00+00,{944B14C2-20DC-41B3-BBF5-C12CF6C69A06},66,,0.125032313757535
60324.9477655,363,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Moura to Theodore,Operational,Queensland,5,2024/10/25 00:00:00+00,{DD0C9B81-7927-420C-8FFC-23AFC16D5AA0},66,,0.556025756421198
52667.15253469,364,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Granite Creek to Agnes Waters,Operational,Queensland,5,2024/10/25 00:00:00+00,{F9333C1D-4BAB-44A4-B496-359D30358937},66,,0.498244005331322
3286.4603743,365,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg Central to Bundaberg East,Operational,Queensland,5,2024/10/25 00:00:00+00,{C9544F45-8E8D-4C50-90C8-23C58765EB0E},66,,0.0321484759442001
6479.01282731,366,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg East to Bundaberg South,Operational,Queensland,5,2024/10/25 00:00:00+00,{2294B948-A21A-4039-8AEB-87F8D2222902},66,,0.0608159132250047
11088.91162128,367,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg South to Bargara,Operational,Queensland,5,2024/10/25 00:00:00+00,{EBD2CFF6-9B47-42C3-ACF6-3E5925A59878},66,,0.107394320216288
6918.5223697,368,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg to West Bundaberg,Operational,Queensland,5,2024/10/25 00:00:00+00,{AE1E96C8-F893-4F12-831D-727E2C7CAA60},66,,0.0648656146147139
7190.15881858,369,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg to West Bundaberg (East),Operational,Queensland,5,2024/10/25 00:00:00+00,{99432A5F-3EA0-4563-B442-7677A79B137A},66,,0.0675001138138683
21018.47273832,370,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg to Bundaberg South,Operational,Queensland,5,2024/10/25 00:00:00+00,{73E2B5D7-16BB-483C-BCB1-914DEE9456D1},66,,0.203952915632849
15041.46864765,371,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg to South Kolan,Operational,Queensland,5,2024/10/25 00:00:00+00,{8C1C6D36-EB2B-42EC-9A2D-6828919CE51B},66,,0.145505817176319
55353.2130117,372,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bundaberg to Monduran Dam,Operational,Queensland,5,2024/10/25 00:00:00+00,{F1B69A29-2957-47BC-9335-DAA43158957A},66,,0.533761208017242
1215.70874809,373,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,South Kolan to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{1550B2D5-53B4-4F3B-B977-26739DA3390B},66,,0.0111670145375042
5806.94841306,374,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wallaville to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{39A014EA-E318-4477-A949-C7A66A437683},66,,0.0532890651096814
34708.21772026,375,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Isis to Woodgate,Operational,Queensland,5,2024/10/25 00:00:00+00,{10AC8443-A1FD-41E9-B426-E6705E6CD8F9},66,,0.33129061377147
8567.13676486,376,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Isis to Childers,Operational,Queensland,5,2024/10/25 00:00:00+00,{5E17B06A-19CB-4A64-AA27-4167D790351E},66,,0.0843090339670779
24465.73393004,377,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Isis to Howard,Operational,Queensland,5,2024/10/25 00:00:00+00,{3C743B49-7B4B-4C9F-87A2-BBED9797D410},66,,0.238951215160345
979.42713983,378,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Childers Solar Farm to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{8168788F-ADE7-4496-8D12-FEBCF9A087D0},66,,0.00905814793084202
95366.47707425,379,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Childers to Gayndah,Operational,Queensland,5,2024/10/25 00:00:00+00,{06243163-CA11-46B1-A626-6766052C1B7B},66,,0.913160203881259
91572.2428563,380,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Isis to Gayndah,Operational,Queensland,5,2024/10/25 00:00:00+00,{B8E7A291-2781-44C0-BDB9-6B8240E1FA3E},66,,0.889128182456589
31769.63496618,381,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gayndah to Munduberra,Operational,Queensland,5,2024/10/25 00:00:00+00,{AB862CDC-B47F-48BA-82A0-5C974FAEC34F},66,,0.312056281421447
23671.85102249,382,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Munduberra to Eidsvold,Operational,Queensland,5,2024/10/25 00:00:00+00,{CEFD6BB2-D97C-474D-9969-009A7A132D23},66,,0.221720955139478
31980.79347336,383,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Howard to Pialba,Operational,Queensland,5,2024/10/25 00:00:00+00,{2083D002-4D13-4467-A328-84AE114DC196},66,,0.310276324266553
23180.65002503,384,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Howard (East),Operational,Queensland,5,2024/10/25 00:00:00+00,{FB0E09CE-3F07-4E84-817B-8B5C27C2CB36},66,,0.214457900518441
23154.59429225,385,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Howard,Operational,Queensland,5,2024/10/25 00:00:00+00,{7A7BF3DF-78BF-48C0-B1B9-65CF0C7851D5},66,,0.214599891623356
33447.63877346,386,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Torquay,Operational,Queensland,5,2024/10/25 00:00:00+00,{FC21198F-630F-43AB-ADC1-42C7BB523767},66,,0.316057446975556
29268.03918744,387,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Pialba,Operational,Queensland,5,2024/10/25 00:00:00+00,{6C102B21-D56D-49C6-9CBA-AEE653861966},66,,0.275323435492071
5290.42211907,388,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Pialba to Torquay,Operational,Queensland,5,2024/10/25 00:00:00+00,{7BD6D121-354E-43F9-9BBD-5BF0DDABBAA9},66,,0.0508720375934203
5764.93291104,389,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Pialba to Point Vernon,Operational,Queensland,5,2024/10/25 00:00:00+00,{8CA95AEA-36C0-4BC3-A8CC-4DBB1FCFB249},66,,0.0544984048478447
4767.4470681,390,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Rocky St,Operational,Queensland,5,2024/10/25 00:00:00+00,{32CA0F2D-FD04-465C-A9AC-E8B44128557C},66,,0.0445982027719912
7605.22660348,391,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Maryborough City,Operational,Queensland,5,2024/10/25 00:00:00+00,{33E346F2-D445-4991-B02B-A81ADE053307},66,,0.0716333049774666
18887.72256877,392,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Tuan,Operational,Queensland,5,2024/10/25 00:00:00+00,{84950705-991A-42CE-AC63-CA052A15B431},66,,0.178442817152029
17982.62923742,393,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Maryborough to Owanyilla,Operational,Queensland,5,2024/10/25 00:00:00+00,{B7A68077-5D09-4FB8-8822-883163904D86},66,,0.16464560930648
71922.77470881,394,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Owanyilla to Kilkivan,Operational,Queensland,5,2024/10/25 00:00:00+00,{5D08B283-FB27-49F5-ACEA-6BB7522DB5B0},66,,0.676613116863682
500.27445629,395,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gootchie to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{30ABB161-2822-4502-82B8-1AB7F8B48581},66,,0.00477456326339367
41742.21805932,396,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kilkivan East to Murgon,Operational,Queensland,5,2024/10/25 00:00:00+00,{354C6294-1B70-4FFC-BD6D-12D96FC9A314},66,,0.403458032973494
43852.98568769,397,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kilkivan East to Murgon (South),Operational,Queensland,5,2024/10/25 00:00:00+00,{8F4425D9-4A34-43B4-903C-907081DBFE14},66,,0.425618502015885
37739.63606935,398,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Murgon to Proston,Operational,Queensland,5,2024/10/25 00:00:00+00,{9B1535F3-6802-49AF-9410-6CBD39244095},66,,0.372134836514355
37008.39981153,399,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kingaroy to Murgon,Operational,Queensland,5,2024/10/25 00:00:00+00,{2FAD24AA-E590-4995-8ED7-9C8506C5DFE6},66,,0.340692385881321
71397.79760231,400,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kingaroy to Boondoomba,Operational,Queensland,5,2024/10/25 00:00:00+00,{83D0DB57-0FC5-4D8A-A2ED-853AD0220A5A},66,,0.674811085764916
29923.58394629,401,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kingaroy to Tarong,Operational,Queensland,5,2024/10/25 00:00:00+00,{B22DBD5F-DEC2-420E-9B3B-B57010AD4422},66,,0.274745955818823
30192.1741413,402,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kingaroy to Tarong (East),Operational,Queensland,5,2024/10/25 00:00:00+00,{E46FED53-B2E0-4328-BD3F-CD35D7CD634B},66,,0.277435233587333
22286.49363111,403,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kingaroy to Nanango,Operational,Queensland,5,2024/10/25 00:00:00+00,{4B24778C-7B60-4EA3-A66A-56FBA43E923B},66,,0.212020773970592
20900.549757,404,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Nanango to Yarraman,Operational,Queensland,5,2024/10/25 00:00:00+00,{5C6C3733-BB3E-4259-A0A4-9DF956C74BF5},66,,0.192786003832445
4592.92460825,405,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tarong 66 to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{95BD1BED-C43F-4FAD-B3D0-11C3714A9C08},66,,0.0460129327269983
1823.44746105,406,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tarong to Meandu Mine,Operational,Queensland,5,2024/10/25 00:00:00+00,{33FC7EB9-9E63-4BC7-A6B8-83744D730C81},66,,0.0175035980576708
188472.35539133,407,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Roma to St George,Operational,Queensland,5,2024/10/25 00:00:00+00,{9D1186A2-2508-4ACC-9696-7F2F28295B18},66,,1.7472691133884
271640.95290093,408,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Roma to Charleville,Operational,Queensland,5,2024/10/25 00:00:00+00,{E76ECE08-FC12-43FF-A19A-3386318ABB4B},66,,2.69707650197224
201609.06547049,409,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Charleville to Cunnamulla,Operational,Queensland,5,2024/10/25 00:00:00+00,{B79DC2D2-3A7F-42C3-BB91-71FA5B6624A1},66,,1.85173047106141
247358.22099832,410,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Charleville to Quilpie,Operational,Queensland,5,2024/10/25 00:00:00+00,{217A785A-B1ED-4A34-98B1-355C45BB1590},66,,2.45619214487719
567.38840153,411,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bambaroo to tee,Operational,Queensland,5,2024/10/25 00:00:00+00,{B238FD47-EB98-4955-B0B3-35090BE7FB77},66,,0.00517340460181848
79122.31389941,412,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tarong to Caboonbah,Operational,Queensland,5,2024/10/25 00:00:00+00,{03ED0153-A70D-49FE-B674-51600B4F0124},66,,0.769502119446626
2973.7641853,413,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Broken Hill to Perilya Mine,Operational,New South Wales,5,2024/03/14 00:00:00+00,{16A18460-9144-4096-9D10-A2F41E91469D},220,,0.0297622377113364
